Locality,Type,Rent/Month,Build_up_area(sq.ft),Furnishing,Bathrooms,Balcony,Parking,Carpet_area(sq.ft)
Khar,2 BHK Apartment,55000,920 sq.ft,Fully Furnished,2,2,,Missing
Khar,2 BHK Apartment,60000,1000 sq.ft,Fully Furnished,2,Missing,1.0,900 sq.ft
Khar,2 BHK Apartment,80000,950 sq.ft,Fully Furnished,2,1,1.0,725 sq.ft
Khar,3 BHK Apartment,110000,1650 sq.ft,Fully Furnished,3,Missing,1.0,1200 sq.ft
Khar,2 BHK Apartment,75000,1050 sq.ft,Fully Furnished,2,Missing,1.0,750 sq.ft
Khar,1 BHK Apartment,40000,650 sq.ft,Semi Furnished,2,Missing,0.0,500 sq.ft
Khar,1 BHK Apartment,58000,650 sq.ft,Fully Furnished,1,Missing,1.0,500 sq.ft
Khar,2 BHK Apartment,200000,1700 sq.ft,Fully Furnished,2,2,1.0,1500 sq.ft
Khar,3 BHK Apartment,130000,1650 sq.ft,Fully Furnished,3,1,2.0,1100 sq.ft
Khar,1 BHK Apartment,50000,650 sq.ft,Fully Furnished,1,Missing,1.0,500 sq.ft
Khar,2 BHK Apartment,78000,900 sq.ft,Semi Furnished,2,1,1.0,740 sq.ft
Khar,1 BHK Apartment,30000,550 sq.ft,Semi Furnished,1,1,1.0,450 sq.ft
Khar,2 BHK Apartment,90000,900 sq.ft,Fully Furnished,2,2,1.0,750 sq.ft
Khar,2 BHK Apartment,95000,1100 sq.ft,Fully Furnished,3,Missing,2.0,960 sq.ft
Khar,1 BHK Apartment,45000,600 sq.ft,Fully Furnished,1,Missing,1.0,450 sq.ft
Khar,2 BHK Apartment,65000,1000 sq.ft,Fully Furnished,2,Missing,1.0,900 sq.ft
Khar,2 BHK Apartment,95000,900 sq.ft,Semi Furnished,2,1,2.0,750 sq.ft
Khar,1 BHK Apartment,45000,600 sq.ft,Semi Furnished,1,Missing,1.0,450 sq.ft
Khar,3 BHK Apartment,155000,1650 sq.ft,Fully Furnished,3,Missing,0.0,1050 sq.ft
Khar,3 BHK Apartment,135000,2000 sq.ft,Fully Furnished,3,2,1.0,1600 sq.ft
Khar,3 BHK Apartment,135000,1600 sq.ft,Semi Furnished,3,Missing,1.0,1200 sq.ft
Khar,3 BHK Apartment,85000,1100 sq.ft,Unfurnished,3,1,1.0,Missing
Khar,3 BHK Apartment,100000,1200 sq.ft,Semi Furnished,3,Missing,1.0,1100 sq.ft
Khar,2 BHK Apartment,75000,850 sq.ft,Fully Furnished,2,Missing,2.0,Missing
Khar,3 BHK Apartment,200000,1800 sq.ft,Semi Furnished,3,1,2.0,1270 sq.ft
Khar,2 BHK Apartment,39000,650 sq.ft,Fully Furnished,1,Missing,1.0,Missing
Khar,2 BHK Apartment,75000,850 sq.ft,Fully Furnished,2,Missing,1.0,750 sq.ft
Khar,2 BHK Apartment,70000,800 sq.ft,Semi Furnished,2,Missing,1.0,750 sq.ft
Khar,1 BHK Apartment,75000,800 sq.ft,Semi Furnished,1,Missing,0.0,800 sq.ft
Khar,1 BHK Apartment,65000,550 sq.ft,Semi Furnished,1,Missing,1.0,550 sq.ft
Khar,2 BHK Apartment,75000,650 sq.ft,Fully Furnished,2,Missing,1.0,650 sq.ft
Khar,3 BHK Apartment,120000,1800 sq.ft,Semi Furnished,3,Missing,2.0,1200 sq.ft
Khar,2 BHK Apartment,80000,900 sq.ft,Unfurnished,2,2,,Missing
Khar,2 BHK Apartment,75000,780 sq.ft,Semi Furnished,2,Missing,1.0,750 sq.ft
Khar,2 BHK Apartment,85000,700 sq.ft,Semi Furnished,2,Missing,1.0,660 sq.ft
Khar,3 BHK Apartment,130000,1280 sq.ft,Fully Furnished,3,1,1.0,1000 sq.ft
Khar,2 BHK Apartment,110000,900 sq.ft,Semi Furnished,2,Missing,1.0,800 sq.ft
Khar,1 BHK Apartment,45000,600 sq.ft,Semi Furnished,1,1,1.0,500 sq.ft
Khar,3 BHK Apartment,125000,1500 sq.ft,Semi Furnished,3,1,1.0,1000 sq.ft
Khar,3 BHK Apartment,125000,1650 sq.ft,Semi Furnished,3,1,1.0,1050 sq.ft
Khar,2 BHK Apartment,65000,1100 sq.ft,Fully Furnished,2,1,1.0,775 sq.ft
Khar,2 BHK Apartment,75000,800 sq.ft,Semi Furnished,2,3,1.0,700 sq.ft
Khar,1 BHK Apartment,50000,600 sq.ft,Fully Furnished,1,Missing,1.0,500 sq.ft
Khar,2 BHK Apartment,55000,1000 sq.ft,Fully Furnished,2,Missing,1.0,800 sq.ft
Khar,3 BHK Apartment,110000,1300 sq.ft,Semi Furnished,2,Missing,1.0,1000 sq.ft
Khar,3 BHK Apartment,110000,1650 sq.ft,Fully Furnished,3,Missing,1.0,1150 sq.ft
Khar,1 BHK Apartment,50000,700 sq.ft,Fully Furnished,1,1,2.0,550 sq.ft
Khar,2 BHK Apartment,60000,900 sq.ft,Semi Furnished,2,Missing,2.0,750 sq.ft
Khar,2 BHK Apartment,85000,800 sq.ft,Fully Furnished,2,Missing,2.0,665 sq.ft
Khar,2 BHK Apartment,80000,1000 sq.ft,Semi Furnished,2,1,1.0,800 sq.ft
Khar,1 BHK Apartment,50000,700 sq.ft,Fully Furnished,1,Missing,0.0,500 sq.ft
Khar,3 BHK Apartment,130000,1700 sq.ft,Semi Furnished,3,1,1.0,1450 sq.ft
Khar,1 BHK Apartment,50000,700 sq.ft,Semi Furnished,1,2,0.0,450 sq.ft
Khar,3 BHK Apartment,325000,2600 sq.ft,Semi Furnished,3,1,1.0,2500 sq.ft
Khar,2 BHK Apartment,100000,1200 sq.ft,Semi Furnished,2,1,1.0,900 sq.ft
Khar,2 BHK Apartment,68000,900 sq.ft,Semi Furnished,2,Missing,2.0,750 sq.ft
Khar,3 BHK Apartment,150000,1650 sq.ft,Semi Furnished,3,2,1.0,1100 sq.ft
Khar,3 BHK Apartment,125000,1600 sq.ft,Unfurnished,3,Missing,1.0,1100 sq.ft
Khar,2 BHK Apartment,80000,1050 sq.ft,Semi Furnished,2,Missing,1.0,700 sq.ft
Khar,1 BHK Apartment,60000,685 sq.ft,Fully Furnished,Missing,Missing,0.0,475 sq.ft
Khar,2 BHK Apartment,75000,800 sq.ft,Unfurnished,3,Missing,0.0,750 sq.ft
Khar,2 BHK Apartment,60000,850 sq.ft,Fully Furnished,2,Missing,0.0,Missing
Khar,1 RK Apartment,30000,350 sq.ft,Fully Furnished,Missing,Missing,0.0,Missing
Khar,1 BHK Apartment,55000,600 sq.ft,Fully Furnished,Missing,Missing,0.0,Missing
Khar,2 BHK Apartment,60000,1000 sq.ft,Semi Furnished,Missing,Missing,0.0,920 sq.ft
Khar,1 BHK Apartment,42000,530 sq.ft,Semi Furnished,2,Missing,0.0,Missing
Khar,2 BHK Apartment,90000,1100 sq.ft,Fully Furnished,2,Missing,0.0,Missing
Khar,1 BHK Apartment,55000,600 sq.ft,Semi Furnished,Missing,Missing,0.0,Missing
Khar,1 BHK Apartment,45000,600 sq.ft,Fully Furnished,2,Missing,0.0,Missing
Khar,1 BHK Apartment,35000,550 sq.ft,Unfurnished,1,Missing,0.0,Missing
Khar,1 BHK Apartment,55000,550 sq.ft,Semi Furnished,2,Missing,1.0,550 sq.ft
Khar,1 BHK Apartment,60000,685 sq.ft,Fully Furnished,Missing,Missing,0.0,475 sq.ft
Khar,2 BHK Apartment,74000,920 sq.ft,Semi Furnished,2,Missing,1.0,820 sq.ft
Khar,2 BHK Apartment,75000,1100 sq.ft,Semi Furnished,2,Missing,0.0,Missing
Khar,1 BHK Apartment,50000,750 sq.ft,Semi Furnished,2,Missing,1.0,750 sq.ft
Khar,2 BHK Apartment,70000,850 sq.ft,Semi Furnished,2,Missing,1.0,820 sq.ft
Khar,1 BHK Apartment,60000,550 sq.ft,Semi Furnished,Missing,Missing,0.0,Missing
Khar,1 BHK Apartment,58000,650 sq.ft,Semi Furnished,2,Missing,0.0,520 sq.ft
Khar,1 BHK Apartment,43000,450 sq.ft,Fully Furnished,Missing,Missing,0.0,Missing
Khar,2 BHK Apartment,100000,820 sq.ft,Semi Furnished,2,1,1.0,800 sq.ft
Khar,1 BHK Apartment,90000,850 sq.ft,Semi Furnished,2,Missing,1.0,850 sq.ft
Khar,1 BHK Apartment,55000,550 sq.ft,Semi Furnished,2,Missing,1.0,550 sq.ft
Khar,1 RK Apartment,50000,300 sq.ft,Fully Furnished,1,Missing,0.0,250 sq.ft
Khar,2 BHK Apartment,95000,1000 sq.ft,Fully Furnished,2,Missing,1.0,550 sq.ft
Khar,1 RK Apartment,45000,400 sq.ft,Fully Furnished,Missing,Missing,0.0,Missing
Khar,2 BHK Apartment,110000,1000 sq.ft,Fully Furnished,2,Missing,1.0,920 sq.ft
Khar,2 BHK Apartment,80000,920 sq.ft,Semi Furnished,2,Missing,1.0,850 sq.ft
Kurla,1 BHK Apartment,33000,750 sq.ft,Semi Furnished,2,Missing,0.0,580 sq.ft
Kurla,2 BHK Apartment,65000,700 sq.ft,Semi Furnished,2,Missing,1.0,575 sq.ft
Kurla,2 BHK Apartment,45000,900 sq.ft,Semi Furnished,2,Missing,1.0,750 sq.ft
Kurla,2 BHK Apartment,42000,1140 sq.ft,Semi Furnished,2,1,1.0,750 sq.ft
Kurla,3 BHK Apartment,47000,1400 sq.ft,Unfurnished,2,1,1.0,950 sq.ft
Kurla,2 BHK Apartment,42000,1100 sq.ft,Unfurnished,2,Missing,1.0,750 sq.ft
Kurla,2 BHK Apartment,43000,1050 sq.ft,Semi Furnished,2,1,1.0,693 sq.ft
Kurla,2 BHK Apartment,40000,750 sq.ft,Semi Furnished,2,1,1.0,Missing
Kurla,1 BHK Apartment,26000,550 sq.ft,Semi Furnished,1,Missing,1.0,350 sq.ft
Kurla,2 BHK Apartment,43000,1200 sq.ft,Semi Furnished,2,1,1.0,1050 sq.ft
Kurla,3 BHK Apartment,45000,1300 sq.ft,Semi Furnished,2,1,1.0,900 sq.ft
Kurla,2 BHK Apartment,41000,1150 sq.ft,Unfurnished,2,1,1.0,750 sq.ft
Kurla,3 BHK Apartment,60000,1375 sq.ft,Semi Furnished,3,1,1.0,1164 sq.ft
Kurla,2 BHK Apartment,40000,1000 sq.ft,Unfurnished,2,1,1.0,750 sq.ft
Kurla,2 BHK Apartment,43000,900 sq.ft,Semi Furnished,2,1,1.0,756 sq.ft
Kurla,2 BHK Apartment,38000,1100 sq.ft,Unfurnished,2,2,0.0,700 sq.ft
Kurla,1 BHK Apartment,22000,455 sq.ft,Unfurnished,1,Missing,0.0,375 sq.ft
Kurla,2 BHK Apartment,45000,1200 sq.ft,Semi Furnished,2,Missing,1.0,950 sq.ft
Kurla,1 BHK Apartment,23000,430 sq.ft,Unfurnished,1,Missing,0.0,350 sq.ft
Kurla,2 BHK Apartment,42000,1250 sq.ft,Unfurnished,2,Missing,1.0,780 sq.ft
Kurla,2 BHK Apartment,40000,1000 sq.ft,Semi Furnished,2,1,1.0,750 sq.ft
Kurla,2 BHK Apartment,43000,1200 sq.ft,Unfurnished,2,Missing,1.0,780 sq.ft
Kurla,2 BHK Apartment,40000,1050 sq.ft,Unfurnished,2,Missing,0.0,750 sq.ft
Kurla,2 BHK Apartment,37000,997 sq.ft,Semi Furnished,2,1,2.0,Missing
Kurla,2 BHK Apartment,36000,765 sq.ft,Semi Furnished,2,3,0.0,500 sq.ft
Kurla,1 BHK Apartment,20000,700 sq.ft,Unfurnished,1,Missing,1.0,450 sq.ft
Kurla,1 BHK Apartment,22000,400 sq.ft,Fully Furnished,2,Missing,1.0,300 sq.ft
Kurla,2 BHK Apartment,40000,1030 sq.ft,Semi Furnished,2,Missing,0.0,770 sq.ft
Kurla,1 RK Apartment,15000,240 sq.ft,Unfurnished,1,1,0.0,240 sq.ft
Kurla,1 BHK Apartment,20999,670 sq.ft,Fully Furnished,2,1,2.0,450 sq.ft
Kurla,2 BHK Apartment,34000,900 sq.ft,Unfurnished,2,2,2.0,670 sq.ft
Kurla,1 BHK Apartment,30000,600 sq.ft,Unfurnished,2,Missing,0.0,485 sq.ft
Kurla,2 BHK Apartment,45000,1012 sq.ft,Unfurnished,2,Missing,1.0,750 sq.ft
Kurla,2 BHK Apartment,45000,900 sq.ft,Semi Furnished,2,Missing,1.0,700 sq.ft
Kurla,2 BHK Apartment,40000,1050 sq.ft,Semi Furnished,2,3,1.0,750 sq.ft
Kurla,1 BHK Apartment,25000,450 sq.ft,Unfurnished,1,1,0.0,373 sq.ft
Kurla,2 BHK Apartment,40000,1050 sq.ft,Unfurnished,2,Missing,1.0,705 sq.ft
Kurla,2 BHK Apartment,49999,1200 sq.ft,Semi Furnished,2,Missing,1.0,757 sq.ft
Kurla,3 BHK Apartment,60000,1450 sq.ft,Fully Furnished,3,Missing,1.0,950 sq.ft
Kurla,3 BHK Apartment,55000,1500 sq.ft,Semi Furnished,3,1,1.0,1100 sq.ft
Kurla,1 BHK Apartment,28000,680 sq.ft,Unfurnished,Missing,Missing,1.0,410 sq.ft
Kurla,3 BHK Apartment,55000,1400 sq.ft,Semi Furnished,3,2,2.0,1050 sq.ft
Kurla,1 BHK Apartment,30000,640 sq.ft,Unfurnished,1,Missing,0.0,430 sq.ft
Kurla,2 BHK Apartment,37000,1080 sq.ft,Fully Furnished,2,3,2.0,740 sq.ft
Kurla,2 BHK Apartment,38000,1250 sq.ft,Unfurnished,2,Missing,1.0,751 sq.ft
Kurla,3 BHK Apartment,45000,1200 sq.ft,Fully Furnished,2,1,1.0,800 sq.ft
Kurla,3 BHK Apartment,60000,1300 sq.ft,Semi Furnished,1,Missing,1.0,1000 sq.ft
Kurla,2 BHK Apartment,45000,690 sq.ft,Unfurnished,2,Missing,1.0,Missing
Kurla,1 BHK Apartment,24000,700 sq.ft,Unfurnished,2,Missing,0.0,440 sq.ft
Kurla,1 BHK Apartment,26000,500 sq.ft,Fully Furnished,1,Missing,0.0,350 sq.ft
Kurla,2 BHK Apartment,45000,1400 sq.ft,Fully Furnished,2,3,1.0,1000 sq.ft
Kurla,1 BHK Apartment,30000,650 sq.ft,Fully Furnished,2,1,0.0,430 sq.ft
Kurla,1 BHK Apartment,45000,1150 sq.ft,Semi Furnished,2,1,2.0,850 sq.ft
Kurla,2 BHK Apartment,40000,600 sq.ft,Semi Furnished,2,Missing,1.0,550 sq.ft
Kurla,2 BHK Apartment,60000,1000 sq.ft,Semi Furnished,2,Missing,1.0,800 sq.ft
Kurla,3 BHK Apartment,55000,1450 sq.ft,Unfurnished,3,2,1.0,1070 sq.ft
Kurla,1 BHK Apartment,26000,600 sq.ft,Semi Furnished,1,Missing,1.0,450 sq.ft
Kurla,2 BHK Apartment,40700,1140 sq.ft,Unfurnished,2,1,1.0,720 sq.ft
Kurla,1 BHK Apartment,28000,550 sq.ft,Semi Furnished,1,Missing,0.0,447 sq.ft
Kurla,2 BHK Apartment,42000,850 sq.ft,Semi Furnished,2,1,1.0,751 sq.ft
Kurla,2 BHK Apartment,55000,1200 sq.ft,Unfurnished,3,Missing,0.0,Missing
Kurla,2 BHK Apartment,39000,970 sq.ft,Semi Furnished,2,Missing,1.0,619 sq.ft
Kurla,1 BHK Apartment,23000,520 sq.ft,Unfurnished,2,1,1.0,350 sq.ft
Kurla,2 BHK Apartment,35000,1290 sq.ft,Semi Furnished,2,4,1.0,775 sq.ft
Kurla,3 BHK Apartment,59000,1800 sq.ft,Unfurnished,3,Missing,1.0,1500 sq.ft
Kurla,3 BHK Apartment,56000,1350 sq.ft,Unfurnished,3,3,1.0,926 sq.ft
Kurla,2 BHK Apartment,30000,700 sq.ft,Semi Furnished,2,Missing,1.0,600 sq.ft
Kurla,2 BHK Apartment,39000,1050 sq.ft,Semi Furnished,4,Missing,0.0,Missing
Kurla,3 BHK Apartment,75000,1000 sq.ft,Fully Furnished,2,3,1.0,875 sq.ft
Kurla,3 BHK Apartment,50000,1485 sq.ft,Semi Furnished,2,1,1.0,900 sq.ft
Kurla,2 BHK Apartment,50000,980 sq.ft,Semi Furnished,2,1,1.0,780 sq.ft
Kurla,2 BHK Apartment,45000,920 sq.ft,Unfurnished,2,Missing,1.0,450 sq.ft
Kurla,2 BHK Apartment,38000,800 sq.ft,Unfurnished,2,4,1.0,600 sq.ft
Kurla,1 BHK Apartment,27000,550 sq.ft,Unfurnished,2,Missing,0.0,475 sq.ft
Kurla,1 BHK Apartment,21000,420 sq.ft,Unfurnished,1,Missing,1.0,350 sq.ft
Kurla,2 BHK Apartment,41000,850 sq.ft,Semi Furnished,1,1,2.0,760 sq.ft
Kurla,2 BHK Apartment,55000,1050 sq.ft,Semi Furnished,2,1,1.0,750 sq.ft
Kurla,1 BHK Apartment,45000,530 sq.ft,Unfurnished,2,Missing,0.0,Missing
Kurla,3 BHK Apartment,57000,798 sq.ft,Unfurnished,1,Missing,0.0,798 sq.ft
Kurla,1 BHK Apartment,30000,710 sq.ft,Semi Furnished,2,1,0.0,475 sq.ft
Kurla,2 BHK Apartment,38000,980 sq.ft,Semi Furnished,2,Missing,1.0,635 sq.ft
Kurla,3 BHK Apartment,50000,1400 sq.ft,Semi Furnished,3,1,2.0,1100 sq.ft
Kurla,1 BHK Apartment,32000,580 sq.ft,Semi Furnished,2,Missing,1.0,430 sq.ft
Kurla,1 BHK Apartment,31000,600 sq.ft,Semi Furnished,1,1,0.0,450 sq.ft
Kurla,2 BHK Apartment,45000,1200 sq.ft,Semi Furnished,Missing,Missing,1.0,650 sq.ft
Kurla,1 RK Apartment,15000,350 sq.ft,Semi Furnished,1,1,0.0,Missing
Kurla,2 BHK Apartment,38000,800 sq.ft,Fully Furnished,2,Missing,1.0,600 sq.ft
Kurla,1 BHK Apartment,35000,750 sq.ft,Semi Furnished,2,3,1.0,510 sq.ft
Kurla,2 BHK Apartment,50000,970 sq.ft,Fully Furnished,2,4,1.0,700 sq.ft
Kurla,1 BHK Apartment,28000,650 sq.ft,Unfurnished,1,Missing,0.0,400 sq.ft
Kurla,2 BHK Apartment,44000,1150 sq.ft,Unfurnished,2,1,1.0,750 sq.ft
Kurla,1 BHK Apartment,29000,650 sq.ft,Unfurnished,1,Missing,0.0,400 sq.ft
Kurla,2 BHK Apartment,42000,1100 sq.ft,Unfurnished,2,Missing,0.0,680 sq.ft
Kurla,2 BHK Apartment,40000,1050 sq.ft,Unfurnished,2,Missing,0.0,650 sq.ft
Kurla,2 BHK Apartment,45000,1050 sq.ft,Fully Furnished,2,Missing,0.0,680 sq.ft
Kurla,3 BHK Apartment,48000,1250 sq.ft,Unfurnished,2,1,1.0,800 sq.ft
Kurla,3 BHK Apartment,48000,1450 sq.ft,Unfurnished,2,1,1.0,915 sq.ft
Kurla,1 BHK Apartment,28500,650 sq.ft,Unfurnished,1,Missing,0.0,400 sq.ft
Kurla,2 BHK Apartment,40000,1050 sq.ft,Unfurnished,2,Missing,1.0,680 sq.ft
Kurla,2 BHK Apartment,43000,1100 sq.ft,Unfurnished,2,Missing,0.0,750 sq.ft
Kurla,2 BHK Apartment,38000,1100 sq.ft,Unfurnished,2,Missing,0.0,750 sq.ft
Kurla,2 BHK Apartment,42000,1200 sq.ft,Semi Furnished,2,1,1.0,800 sq.ft
Kurla,3 BHK Apartment,53000,1100 sq.ft,Semi Furnished,2,1,1.0,916 sq.ft
Kurla,3 BHK Apartment,50000,1600 sq.ft,Unfurnished,3,1,2.0,1200 sq.ft
Kurla,3 BHK Apartment,56000,1200 sq.ft,Semi Furnished,3,Missing,1.0,945 sq.ft
Kurla,2 BHK Apartment,40000,870 sq.ft,Semi Furnished,2,Missing,1.0,631 sq.ft
Kurla,2 BHK Apartment,44500,1000 sq.ft,Semi Furnished,2,1,1.0,817 sq.ft
Kurla,2 BHK Apartment,38000,700 sq.ft,Semi Furnished,2,Missing,1.0,525 sq.ft
Kurla,2 BHK Apartment,40000,900 sq.ft,Semi Furnished,2,1,1.0,725 sq.ft
Kurla,2 BHK Apartment,40000,955 sq.ft,Semi Furnished,2,Missing,1.0,645 sq.ft
Kurla,1 BHK Apartment,30000,535 sq.ft,Semi Furnished,1,Missing,1.0,408 sq.ft
Kurla,1 BHK Apartment,30000,570 sq.ft,Semi Furnished,1,Missing,1.0,435 sq.ft
Kurla,2 BHK Apartment,39000,756 sq.ft,Semi Furnished,2,1,1.0,Missing
Kurla,2 BHK Apartment,40000,900 sq.ft,Semi Furnished,2,1,1.0,780 sq.ft
Kurla,2 BHK Apartment,40000,1200 sq.ft,Semi Furnished,2,1,1.0,780 sq.ft
Kurla,2 BHK Apartment,40000,1200 sq.ft,Semi Furnished,2,1,1.0,780 sq.ft
Kurla,3 BHK Apartment,45000,1300 sq.ft,Semi Furnished,2,1,1.0,900 sq.ft
Kurla,3 BHK Apartment,45000,1300 sq.ft,Unfurnished,2,1,1.0,900 sq.ft
Kurla,3 BHK Apartment,55000,1400 sq.ft,Unfurnished,3,1,2.0,1100 sq.ft
Kurla,3 BHK Apartment,54999,1300 sq.ft,Unfurnished,3,1,2.0,1100 sq.ft
Kurla,2 BHK Apartment,34999,1000 sq.ft,Unfurnished,2,Missing,1.0,700 sq.ft
Kurla,2 BHK Apartment,40000,1200 sq.ft,Unfurnished,2,1,1.0,800 sq.ft
Kurla,2 BHK Apartment,37000,1200 sq.ft,Semi Furnished,2,1,1.0,780 sq.ft
Kurla,2 BHK Apartment,39000,1200 sq.ft,Semi Furnished,2,1,1.0,780 sq.ft
Kurla,2 BHK Apartment,40000,1200 sq.ft,Semi Furnished,2,2,1.0,790 sq.ft
Kurla,2 BHK Apartment,40000,1200 sq.ft,Semi Furnished,2,2,1.0,790 sq.ft
Kurla,2 BHK Apartment,40000,1200 sq.ft,Semi Furnished,2,2,1.0,790 sq.ft
Kurla,2 BHK Apartment,40000,1200 sq.ft,Semi Furnished,2,2,1.0,790 sq.ft
Kurla,2 BHK Apartment,40000,1200 sq.ft,Semi Furnished,2,2,1.0,790 sq.ft
Kurla,2 BHK Apartment,40000,1200 sq.ft,Semi Furnished,2,2,1.0,790 sq.ft
Kurla,2 BHK Apartment,40000,1200 sq.ft,Semi Furnished,2,2,1.0,790 sq.ft
Kurla,2 BHK Apartment,35000,850 sq.ft,Unfurnished,2,Missing,1.0,650 sq.ft
Kurla,2 BHK Apartment,40000,1200 sq.ft,Semi Furnished,2,Missing,1.0,760 sq.ft
Kurla,2 BHK Apartment,38000,1200 sq.ft,Semi Furnished,2,1,1.0,760 sq.ft
Kurla,3 BHK Apartment,42000,1200 sq.ft,Unfurnished,2,Missing,1.0,850 sq.ft
Kurla,2 BHK Apartment,42000,1200 sq.ft,Semi Furnished,2,1,1.0,796 sq.ft
Kurla,1 BHK Apartment,28000,700 sq.ft,Fully Furnished,1,Missing,1.0,500 sq.ft
Kurla,1 BHK Apartment,29000,600 sq.ft,Semi Furnished,1,Missing,1.0,450 sq.ft
Kurla,2 BHK Apartment,41000,1200 sq.ft,Semi Furnished,2,1,1.0,800 sq.ft
Kurla,2 BHK Apartment,40000,1200 sq.ft,Semi Furnished,2,1,1.0,750 sq.ft
Kurla,2 BHK Apartment,43000,756 sq.ft,Semi Furnished,2,1,1.0,Missing
Kurla,2 BHK Apartment,43000,1200 sq.ft,Semi Furnished,2,1,1.0,Missing
Kurla,3 BHK Apartment,45000,1300 sq.ft,Semi Furnished,2,1,1.0,900 sq.ft
Kurla,3 BHK Apartment,50000,1600 sq.ft,Unfurnished,3,1,3.0,1200 sq.ft
Kurla,2 BHK Apartment,40000,1000 sq.ft,Semi Furnished,2,1,1.0,780 sq.ft
Kurla,2 BHK Apartment,40000,1200 sq.ft,Semi Furnished,2,1,1.0,780 sq.ft
Kurla,3 BHK Apartment,55000,1500 sq.ft,Unfurnished,3,1,2.0,1000 sq.ft
Kurla,2 BHK Apartment,42000,1200 sq.ft,Semi Furnished,3,1,1.0,950 sq.ft
Kurla,3 BHK Apartment,43000,1300 sq.ft,Unfurnished,2,1,1.0,900 sq.ft
Kurla,3 BHK Apartment,55000,1400 sq.ft,Unfurnished,3,1,2.0,1100 sq.ft
Kurla,2 BHK Apartment,40000,1000 sq.ft,Semi Furnished,2,Missing,1.0,780 sq.ft
Kurla,2 BHK Apartment,40000,1200 sq.ft,Semi Furnished,2,1,1.0,780 sq.ft
Kurla,2 BHK Apartment,40000,1200 sq.ft,Semi Furnished,2,1,1.0,790 sq.ft
Kurla,2 BHK Apartment,40000,1200 sq.ft,Semi Furnished,2,2,1.0,790 sq.ft
Kurla,2 BHK Apartment,40000,1200 sq.ft,Semi Furnished,2,2,1.0,790 sq.ft
Kurla,2 BHK Apartment,40000,1200 sq.ft,Semi Furnished,2,2,1.0,790 sq.ft
Kurla,2 BHK Apartment,40000,1200 sq.ft,Semi Furnished,2,2,1.0,790 sq.ft
Kurla,2 BHK Apartment,40000,1200 sq.ft,Semi Furnished,2,2,1.0,790 sq.ft
Kurla,2 BHK Apartment,40000,1200 sq.ft,Semi Furnished,2,2,1.0,790 sq.ft
Kurla,2 BHK Apartment,43000,1200 sq.ft,Semi Furnished,2,1,1.0,754 sq.ft
Kurla,2 BHK Apartment,38000,1200 sq.ft,Unfurnished,2,1,1.0,754 sq.ft
Kurla,2 BHK Apartment,40000,1200 sq.ft,Semi Furnished,2,Missing,1.0,850 sq.ft
Kurla,3 BHK Apartment,42000,1200 sq.ft,Unfurnished,2,1,1.0,850 sq.ft
Kurla,3 BHK Apartment,50000,1500 sq.ft,Unfurnished,3,1,1.0,1200 sq.ft
Kurla,3 BHK Apartment,55000,1200 sq.ft,Fully Furnished,2,1,1.0,950 sq.ft
Kurla,3 BHK Apartment,47000,1200 sq.ft,Unfurnished,2,1,1.0,950 sq.ft
Kurla,2 BHK Apartment,45000,900 sq.ft,Semi Furnished,2,Missing,1.0,769 sq.ft
Kurla,2 BHK Apartment,45000,1000 sq.ft,Semi Furnished,2,Missing,1.0,813 sq.ft
Kurla,2 BHK Apartment,40000,900 sq.ft,Semi Furnished,2,Missing,1.0,755 sq.ft
Kurla,2 BHK Apartment,40000,876 sq.ft,Semi Furnished,2,Missing,1.0,631 sq.ft
Kurla,2 BHK Apartment,42000,960 sq.ft,Semi Furnished,2,Missing,1.0,769 sq.ft
Kurla,1 BHK Apartment,35000,614 sq.ft,Semi Furnished,1,Missing,1.0,512 sq.ft
Kurla,2 BHK Apartment,45000,900 sq.ft,Semi Furnished,2,Missing,1.0,750 sq.ft
Kurla,2 BHK Apartment,48000,900 sq.ft,Semi Furnished,2,Missing,3.0,750 sq.ft
Kurla,2 BHK Apartment,40000,1051 sq.ft,Semi Furnished,2,Missing,2.0,876 sq.ft
Kurla,3 BHK Apartment,50000,1500 sq.ft,Semi Furnished,3,Missing,,1250 sq.ft
Kurla,1 BHK Apartment,38000,514 sq.ft,Semi Furnished,1,Missing,2.0,427 sq.ft
Kurla,3 BHK Apartment,53000,1500 sq.ft,Semi Furnished,3,Missing,3.0,1016 sq.ft
Kurla,2 BHK Apartment,55000,1500 sq.ft,Semi Furnished,2,Missing,3.0,1016 sq.ft
Kurla,1 BHK Apartment,40000,750 sq.ft,Fully Furnished,1,Missing,1.0,645 sq.ft
Kurla,1 BHK Apartment,42000,790 sq.ft,Fully Furnished,1,Missing,1.0,645 sq.ft
Kurla,2 BHK Apartment,48000,900 sq.ft,Semi Furnished,2,Missing,2.0,750 sq.ft
Kurla,2 BHK Apartment,51000,900 sq.ft,Semi Furnished,2,Missing,2.0,750 sq.ft
Kurla,2 BHK Apartment,35000,1051 sq.ft,Semi Furnished,2,Missing,1.0,876 sq.ft
Kurla,2 BHK Apartment,53000,1051 sq.ft,Semi Furnished,2,Missing,2.0,876 sq.ft
Kurla,2 BHK Apartment,55000,1051 sq.ft,Semi Furnished,2,Missing,1.0,876 sq.ft
Kurla,1 BHK Apartment,30000,540 sq.ft,Semi Furnished,1,Missing,1.0,450 sq.ft
