Locality,Type,Rent/Month,Build_up_area(sq.ft),Furnishing,Bathrooms,Balcony,Parking,Carpet_area(sq.ft)
Andheri,2 BHK Apartment,50000,1020 sq.ft,Fully Furnished,2,2,1.0,850 sq.ft
Andheri,2 BHK Apartment,65000,1200 sq.ft,Fully Furnished,2,Missing,1.0,1000 sq.ft
Andheri,2 BHK Apartment,75000,1300 sq.ft,Unfurnished,2,Missing,1.0,800 sq.ft
Andheri,2 BHK Apartment,43000,1500 sq.ft,Semi Furnished,2,Missing,2.0,850 sq.ft
Andheri,1 BHK Apartment,32000,850 sq.ft,Unfurnished,2,Missing,1.0,510 sq.ft
Andheri,2 BHK Apartment,62000,1300 sq.ft,Semi Furnished,2,1,1.0,800 sq.ft
Andheri,2 BHK Apartment,70000,1300 sq.ft,Fully Furnished,2,1,1.0,800 sq.ft
Andheri,1 BHK Apartment,31525,550 sq.ft,Semi Furnished,2,Missing,1.0,415 sq.ft
Andheri,2 BHK Apartment,70000,1000 sq.ft,Semi Furnished,2,Missing,1.0,900 sq.ft
Andheri,2 BHK Apartment,55000,960 sq.ft,Unfurnished,2,Missing,1.0,800 sq.ft
Andheri,3 BHK Apartment,60000,1020 sq.ft,Fully Furnished,2,Missing,1.0,850 sq.ft
Andheri,2 BHK Apartment,50000,1300 sq.ft,Semi Furnished,2,2,1.0,840 sq.ft
Andheri,2 BHK Apartment,40000,800 sq.ft,Semi Furnished,2,Missing,1.0,650 sq.ft
Andheri,2 BHK Apartment,41000,1200 sq.ft,Semi Furnished,2,1,2.0,670 sq.ft
Andheri,2 BHK Apartment,55000,1250 sq.ft,Semi Furnished,2,2,1.0,840 sq.ft
Andheri,3 BHK Apartment,55000,850 sq.ft,Semi Furnished,2,Missing,1.0,800 sq.ft
Andheri,2 BHK Apartment,50000,950 sq.ft,Semi Furnished,2,2,1.0,900 sq.ft
Andheri,3 BHK Apartment,54000,1050 sq.ft,Semi Furnished,3,1,1.0,950 sq.ft
Andheri,3 BHK Apartment,53000,1050 sq.ft,Semi Furnished,3,1,1.0,950 sq.ft
Andheri,1 BHK Apartment,34000,500 sq.ft,Semi Furnished,1,Missing,1.0,450 sq.ft
Andheri,2 BHK Apartment,51000,750 sq.ft,Semi Furnished,2,Missing,1.0,650 sq.ft
Andheri,3 BHK Apartment,65000,1350 sq.ft,Semi Furnished,3,1,1.0,1200 sq.ft
Andheri,3 BHK Apartment,64000,1350 sq.ft,Semi Furnished,3,1,1.0,1200 sq.ft
Andheri,2 BHK Apartment,52000,1100 sq.ft,Semi Furnished,2,Missing,1.0,1053 sq.ft
Andheri,1 BHK Apartment,36000,550 sq.ft,Semi Furnished,2,Missing,1.0,465 sq.ft
Andheri,2 BHK Apartment,50000,1000 sq.ft,Fully Furnished,2,2,1.0,900 sq.ft
Andheri,2 BHK Apartment,50000,800 sq.ft,Semi Furnished,2,1,0.0,650 sq.ft
Andheri,2 BHK Apartment,51000,800 sq.ft,Semi Furnished,2,1,0.0,650 sq.ft
Andheri,1 BHK Apartment,40000,550 sq.ft,Semi Furnished,1,Missing,1.0,415 sq.ft
Andheri,2 BHK Apartment,50000,750 sq.ft,Semi Furnished,2,1,1.0,650 sq.ft
Andheri,2 BHK Apartment,52000,750 sq.ft,Semi Furnished,2,Missing,1.0,650 sq.ft
Andheri,3 BHK Apartment,63000,1350 sq.ft,Semi Furnished,3,1,1.0,1200 sq.ft
Andheri,2 BHK Apartment,55000,1300 sq.ft,Unfurnished,2,1,1.0,890 sq.ft
Andheri,3 BHK Apartment,78000,1800 sq.ft,Fully Furnished,3,1,1.0,1200 sq.ft
Andheri,1 BHK Apartment,32000,800 sq.ft,Semi Furnished,1,2,1.0,435 sq.ft
Andheri,2 BHK Apartment,42000,1050 sq.ft,Semi Furnished,2,4,1.0,650 sq.ft
Andheri,1 BHK Apartment,35000,665 sq.ft,Semi Furnished,1,3,1.0,450 sq.ft
Andheri,2 BHK Apartment,45000,1050 sq.ft,Semi Furnished,2,3,1.0,850 sq.ft
Andheri,3 BHK Apartment,65000,2000 sq.ft,Semi Furnished,3,5,1.0,1550 sq.ft
Andheri,3 BHK Apartment,70000,2000 sq.ft,Semi Furnished,2,3,1.0,1580 sq.ft
Andheri,2 BHK Apartment,39000,1050 sq.ft,Semi Furnished,2,Missing,1.0,650 sq.ft
Andheri,2 BHK Apartment,46000,1100 sq.ft,Semi Furnished,2,Missing,1.0,710 sq.ft
Andheri,2 BHK Apartment,46000,1050 sq.ft,Semi Furnished,2,Missing,1.0,700 sq.ft
Andheri,2 BHK Apartment,65000,1000 sq.ft,Fully Furnished,2,Missing,1.0,800 sq.ft
Andheri,2 BHK Apartment,43000,1200 sq.ft,Fully Furnished,2,1,2.0,750 sq.ft
Andheri,3 BHK Apartment,65000,1500 sq.ft,Unfurnished,3,Missing,1.0,1000 sq.ft
Andheri,2 BHK Apartment,50000,1200 sq.ft,Unfurnished,2,1,1.0,750 sq.ft
Andheri,3 BHK Apartment,155000,2322 sq.ft,Semi Furnished,3,Missing,2.0,1935 sq.ft
Andheri,2 BHK Apartment,63000,864 sq.ft,Semi Furnished,2,Missing,1.0,720 sq.ft
Andheri,3 BHK Apartment,85000,1140 sq.ft,Fully Furnished,3,Missing,1.0,950 sq.ft
Andheri,1 BHK Apartment,34000,750 sq.ft,Unfurnished,2,Missing,1.0,510 sq.ft
Andheri,2 BHK Apartment,49000,1125 sq.ft,Unfurnished,2,3,1.0,740 sq.ft
Andheri,2 BHK Apartment,55000,1200 sq.ft,Semi Furnished,2,3,1.0,746 sq.ft
Andheri,2 BHK Apartment,49000,1200 sq.ft,Unfurnished,2,3,1.0,740 sq.ft
Andheri,2 BHK Apartment,55000,1250 sq.ft,Unfurnished,2,2,1.0,750 sq.ft
Andheri,2 BHK Apartment,45000,875 sq.ft,Semi Furnished,2,Missing,1.0,608 sq.ft
Andheri,2 BHK Apartment,44000,1300 sq.ft,Unfurnished,2,2,2.0,750 sq.ft
Andheri,3 BHK Apartment,138000,1690 sq.ft,Fully Furnished,3,3,2.0,1122 sq.ft
Andheri,2 BHK Apartment,44000,850 sq.ft,Semi Furnished,2,3,1.0,750 sq.ft
Andheri,2 BHK Apartment,41000,1200 sq.ft,Unfurnished,2,Missing,2.0,750 sq.ft
Andheri,1 BHK Apartment,33000,700 sq.ft,Unfurnished,2,Missing,2.0,510 sq.ft
Andheri,2 BHK Apartment,45000,1300 sq.ft,Unfurnished,2,Missing,2.0,850 sq.ft
Andheri,2 BHK Apartment,47500,1010 sq.ft,Semi Furnished,2,Missing,1.0,782 sq.ft
Andheri,1 BHK Apartment,40000,700 sq.ft,Fully Furnished,2,Missing,1.0,500 sq.ft
Andheri,2 BHK Apartment,45000,1000 sq.ft,Semi Furnished,2,2,2.0,645 sq.ft
Andheri,2 BHK Apartment,60000,1010 sq.ft,Fully Furnished,2,Missing,1.0,788 sq.ft
Andheri,1 BHK Apartment,24000,540 sq.ft,Unfurnished,1,Missing,1.0,425 sq.ft
Andheri,1 BHK Apartment,28000,600 sq.ft,Fully Furnished,2,Missing,2.0,450 sq.ft
Andheri,1 BHK Apartment,26000,650 sq.ft,Fully Furnished,1,Missing,1.0,475 sq.ft
Andheri,1 BHK Apartment,25000,615 sq.ft,Unfurnished,2,Missing,1.0,450 sq.ft
Andheri,1 BHK Apartment,27000,650 sq.ft,Fully Furnished,1,Missing,1.0,475 sq.ft
Andheri,1 BHK Apartment,34500,626 sq.ft,Unfurnished,2,1,1.0,501 sq.ft
Andheri,2 BHK Apartment,48000,958 sq.ft,Semi Furnished,2,Missing,1.0,815 sq.ft
Andheri,2 BHK Apartment,46000,960 sq.ft,Unfurnished,2,Missing,1.0,759 sq.ft
Andheri,2 BHK Apartment,46895,950 sq.ft,Semi Furnished,Missing,1,1.0,705 sq.ft
Andheri,1 BHK Apartment,38000,650 sq.ft,Unfurnished,2,1,2.0,450 sq.ft
Andheri,3 BHK Apartment,55000,1136 sq.ft,Unfurnished,2,2,1.0,803 sq.ft
Andheri,2 BHK Apartment,57800,886 sq.ft,Unfurnished,2,Missing,1.0,751 sq.ft
Andheri,2 BHK Apartment,44000,1300 sq.ft,Unfurnished,2,Missing,2.0,710 sq.ft
Andheri,1 BHK Apartment,34565,603 sq.ft,Semi Furnished,2,1,1.0,515 sq.ft
Andheri,2 BHK Apartment,45000,1300 sq.ft,Unfurnished,2,Missing,2.0,850 sq.ft
Andheri,1 BHK Apartment,34000,800 sq.ft,Unfurnished,2,Missing,2.0,510 sq.ft
Andheri,3 BHK Apartment,75000,987 sq.ft,Semi Furnished,2,2,2.0,880 sq.ft
Andheri,3 BHK Apartment,70000,987 sq.ft,Semi Furnished,2,2,2.0,880 sq.ft
Andheri,2 BHK Apartment,65000,1010 sq.ft,Fully Furnished,2,1,1.0,875 sq.ft
Andheri,1 BHK Apartment,40000,650 sq.ft,Unfurnished,2,Missing,0.0,450 sq.ft
Andheri,2 BHK Apartment,45000,1000 sq.ft,Fully Furnished,Missing,Missing,0.0,850 sq.ft
Andheri,1 BHK Apartment,32000,680 sq.ft,Unfurnished,2,Missing,2.0,430 sq.ft
Andheri,2 BHK Apartment,57000,978 sq.ft,Fully Furnished,2,1,1.0,792 sq.ft
Andheri,1 BHK Apartment,33000,700 sq.ft,Unfurnished,2,Missing,2.0,510 sq.ft
Andheri,1 BHK Apartment,34000,600 sq.ft,Unfurnished,2,Missing,2.0,415 sq.ft
Andheri,2 BHK Apartment,34562,600 sq.ft,Unfurnished,2,1,1.0,525 sq.ft
Andheri,2 BHK Apartment,45000,1200 sq.ft,Fully Furnished,2,1,2.0,450 sq.ft
Andheri,2 BHK Apartment,38000,1300 sq.ft,Unfurnished,2,Missing,2.0,850 sq.ft
Andheri,1 BHK Apartment,34502,600 sq.ft,Unfurnished,1,1,1.0,525 sq.ft
Andheri,3 BHK Apartment,78963,1485 sq.ft,Semi Furnished,3,3,2.0,1195 sq.ft
Andheri,2 BHK Apartment,65000,1200 sq.ft,Fully Furnished,2,2,2.0,750 sq.ft
Andheri,2 BHK Apartment,90000,1122 sq.ft,Unfurnished,2,3,2.0,850 sq.ft
Andheri,3 BHK Apartment,48000,1500 sq.ft,Unfurnished,3,Missing,3.0,900 sq.ft
Andheri,1 BHK Apartment,32569,575 sq.ft,Unfurnished,1,1,1.0,425 sq.ft
Andheri,2 BHK Apartment,55000,986 sq.ft,Fully Furnished,2,2,1.0,750 sq.ft
Andheri,2 BHK Apartment,42000,1050 sq.ft,Semi Furnished,2,2,1.0,750 sq.ft
Andheri,3 BHK Apartment,48000,1500 sq.ft,Unfurnished,3,Missing,2.0,900 sq.ft
Andheri,1 BHK Apartment,40000,650 sq.ft,Fully Furnished,1,Missing,1.0,Missing
Andheri,1 BHK Apartment,30000,650 sq.ft,Fully Furnished,1,Missing,2.0,Missing
Andheri,3 BHK Apartment,52001,1252 sq.ft,Unfurnished,2,2,1.0,878 sq.ft
Andheri,2 BHK Apartment,45000,1000 sq.ft,Unfurnished,2,Missing,1.0,850 sq.ft
Andheri,1 BHK Apartment,40000,770 sq.ft,Fully Furnished,2,Missing,2.0,470 sq.ft
Andheri,2 BHK Apartment,58000,1125 sq.ft,Fully Furnished,2,Missing,1.0,725 sq.ft
Andheri,1 BHK Apartment,26000,514 sq.ft,Semi Furnished,1,Missing,1.0,343 sq.ft
Andheri,2 BHK Apartment,50000,825 sq.ft,Semi Furnished,2,Missing,1.0,700 sq.ft
Andheri,2 BHK Apartment,46000,1125 sq.ft,Semi Furnished,2,Missing,1.0,725 sq.ft
Andheri,2 BHK Apartment,36000,900 sq.ft,Unfurnished,2,Missing,0.0,650 sq.ft
Andheri,2 BHK Apartment,47000,1125 sq.ft,Semi Furnished,2,Missing,1.0,750 sq.ft
Andheri,1 BHK Apartment,26000,650 sq.ft,Unfurnished,2,Missing,0.0,425 sq.ft
Andheri,1 BHK Apartment,33000,720 sq.ft,Unfurnished,2,Missing,2.0,520 sq.ft
Andheri,1 BHK Apartment,38569,625 sq.ft,Fully Furnished,2,Missing,1.0,525 sq.ft
Andheri,1 BHK Apartment,31000,700 sq.ft,Unfurnished,2,Missing,1.0,500 sq.ft
Andheri,1 BHK Apartment,42000,1150 sq.ft,Unfurnished,2,Missing,1.0,850 sq.ft
Andheri,1 BHK Apartment,31256,600 sq.ft,Unfurnished,2,1,1.0,485 sq.ft
Andheri,3 BHK Apartment,56000,1545 sq.ft,Unfurnished,3,3,1.0,1050 sq.ft
Andheri,1 BHK Apartment,32500,750 sq.ft,Unfurnished,2,Missing,1.0,510 sq.ft
Andheri,2 BHK Apartment,40000,1200 sq.ft,Unfurnished,2,Missing,2.0,847 sq.ft
Andheri,2 BHK Apartment,65000,920 sq.ft,Semi Furnished,2,1,1.0,710 sq.ft
Andheri,1 BHK Apartment,37001,600 sq.ft,Semi Furnished,1,Missing,1.0,450 sq.ft
Andheri,3 BHK Apartment,55001,1050 sq.ft,Semi Furnished,2,Missing,1.0,850 sq.ft
Andheri,1 BHK Apartment,33000,650 sq.ft,Unfurnished,2,Missing,2.0,510 sq.ft
Andheri,2 BHK Apartment,44000,1300 sq.ft,Unfurnished,2,Missing,1.0,806 sq.ft
Andheri,2 BHK Apartment,55000,1250 sq.ft,Semi Furnished,2,Missing,1.0,715 sq.ft
Andheri,3 BHK Apartment,60000,1250 sq.ft,Semi Furnished,2,1,1.0,850 sq.ft
Andheri,3 BHK Apartment,70000,1400 sq.ft,Semi Furnished,3,1,1.0,836 sq.ft
Andheri,2 BHK Apartment,43500,1350 sq.ft,Unfurnished,2,Missing,2.0,806 sq.ft
Andheri,1 BHK Apartment,38000,700 sq.ft,Fully Furnished,2,Missing,2.0,415 sq.ft
Andheri,1 BHK Apartment,40000,700 sq.ft,Fully Furnished,2,Missing,2.0,415 sq.ft
Andheri,2 BHK Apartment,55000,1250 sq.ft,Semi Furnished,2,Missing,1.0,750 sq.ft
Andheri,2 BHK Apartment,55000,1250 sq.ft,Semi Furnished,2,1,1.0,750 sq.ft
Andheri,2 BHK Apartment,42000,1000 sq.ft,Unfurnished,2,Missing,2.0,800 sq.ft
Andheri,2 BHK Apartment,47500,910 sq.ft,Unfurnished,2,2,1.0,689 sq.ft
Andheri,1 BHK Apartment,32500,650 sq.ft,Unfurnished,2,Missing,2.0,510 sq.ft
Andheri,3 BHK Apartment,70000,1550 sq.ft,Semi Furnished,3,1,1.0,970 sq.ft
Andheri,2 BHK Apartment,57000,1122 sq.ft,Unfurnished,2,3,2.0,870 sq.ft
Andheri,2 BHK Apartment,80000,1100 sq.ft,Semi Furnished,2,Missing,1.0,750 sq.ft
Andheri,3 BHK Apartment,85000,1550 sq.ft,Fully Furnished,3,1,2.0,1122 sq.ft
Andheri,2 BHK Apartment,55000,1122 sq.ft,Unfurnished,2,4,2.0,865 sq.ft
Andheri,2 BHK Apartment,65000,1500 sq.ft,Semi Furnished,3,1,2.0,970 sq.ft
Andheri,3 BHK Apartment,75685,1450 sq.ft,Semi Furnished,3,2,2.0,1122 sq.ft
Andheri,2 BHK Apartment,44569,910 sq.ft,Semi Furnished,2,1,1.0,750 sq.ft
Andheri,3 BHK Apartment,70000,987 sq.ft,Semi Furnished,2,2,2.0,Missing
Andheri,1 BHK Apartment,33589,600 sq.ft,Semi Furnished,2,1,1.0,505 sq.ft
Andheri,3 BHK Apartment,70000,987 sq.ft,Semi Furnished,2,2,2.0,Missing
Andheri,2 BHK Apartment,41253,605 sq.ft,Fully Furnished,2,Missing,1.0,525 sq.ft
Andheri,1 BHK Apartment,35000,590 sq.ft,Semi Furnished,1,Missing,1.0,460 sq.ft
Andheri,1 BHK Apartment,32500,700 sq.ft,Unfurnished,2,Missing,1.0,510 sq.ft
Andheri,2 BHK Apartment,56588,1010 sq.ft,Fully Furnished,2,1,1.0,750 sq.ft
Andheri,2 BHK Apartment,48000,900 sq.ft,Semi Furnished,2,2,1.0,700 sq.ft
Andheri,2 BHK Apartment,55000,920 sq.ft,Semi Furnished,2,2,1.0,730 sq.ft
Andheri,2 BHK Apartment,42000,1020 sq.ft,Semi Furnished,2,3,1.0,680 sq.ft
Andheri,2 BHK Apartment,36000,850 sq.ft,Semi Furnished,2,4,1.0,685 sq.ft
Andheri,1 BHK Apartment,32000,600 sq.ft,Semi Furnished,2,Missing,1.0,450 sq.ft
Andheri,3 BHK Apartment,70000,1200 sq.ft,Semi Furnished,2,Missing,1.0,1000 sq.ft
Andheri,1 BHK Apartment,30000,600 sq.ft,Semi Furnished,1,Missing,1.0,450 sq.ft
Andheri,3 BHK Apartment,65001,1200 sq.ft,Unfurnished,3,Missing,1.0,1000 sq.ft
Andheri,2 BHK Apartment,55000,850 sq.ft,Semi Furnished,2,Missing,1.0,650 sq.ft
Andheri,1 BHK Apartment,35000,650 sq.ft,Unfurnished,2,Missing,0.0,510 sq.ft
Andheri,1 BHK Apartment,32000,700 sq.ft,Unfurnished,2,Missing,1.0,450 sq.ft
Andheri,1 BHK Apartment,31500,650 sq.ft,Unfurnished,2,Missing,0.0,450 sq.ft
Andheri,2 BHK Apartment,45000,1350 sq.ft,Unfurnished,2,Missing,2.0,710 sq.ft
Andheri,2 BHK Apartment,39000,1050 sq.ft,Semi Furnished,2,Missing,1.0,750 sq.ft
Andheri,2 BHK Apartment,45000,1200 sq.ft,Unfurnished,2,Missing,2.0,800 sq.ft
Andheri,2 BHK Apartment,45000,1350 sq.ft,Unfurnished,2,Missing,2.0,806 sq.ft
Andheri,1 BHK Apartment,32500,850 sq.ft,Unfurnished,2,Missing,2.0,510 sq.ft
Andheri,3 BHK Apartment,70000,1550 sq.ft,Semi Furnished,3,Missing,1.0,950 sq.ft
Andheri,2 BHK Apartment,42000,1200 sq.ft,Unfurnished,2,Missing,2.0,760 sq.ft
Andheri,3 BHK Apartment,45000,1400 sq.ft,Unfurnished,2,Missing,2.0,850 sq.ft
Andheri,3 BHK Apartment,75000,1500 sq.ft,Semi Furnished,3,Missing,1.0,1100 sq.ft
Andheri,2 BHK Apartment,60000,1050 sq.ft,Semi Furnished,2,Missing,1.0,750 sq.ft
Andheri,3 BHK Apartment,80000,987 sq.ft,Fully Furnished,2,2,1.0,Missing
Andheri,1 BHK Apartment,32500,550 sq.ft,Unfurnished,2,Missing,2.0,448 sq.ft
Andheri,1 BHK Apartment,40000,550 sq.ft,Fully Furnished,2,Missing,2.0,410 sq.ft
Andheri,3 BHK Apartment,70000,1500 sq.ft,Semi Furnished,3,Missing,1.0,970 sq.ft
Andheri,1 BHK Apartment,32500,700 sq.ft,Unfurnished,2,Missing,2.0,510 sq.ft
Andheri,3 BHK Apartment,70000,1500 sq.ft,Semi Furnished,3,Missing,1.0,1300 sq.ft
Andheri,3 BHK Apartment,80000,987 sq.ft,Fully Furnished,2,2,1.0,Missing
Andheri,2 BHK Apartment,55000,1300 sq.ft,Semi Furnished,2,Missing,1.0,790 sq.ft
Andheri,1 BHK Apartment,32250,575 sq.ft,Unfurnished,2,Missing,1.0,491 sq.ft
Andheri,2 BHK Apartment,58978,1010 sq.ft,Fully Furnished,2,2,1.0,879 sq.ft
Andheri,2 BHK Apartment,55789,1010 sq.ft,Fully Furnished,2,1,1.0,879 sq.ft
Andheri,3 BHK Apartment,57586,1250 sq.ft,Semi Furnished,3,Missing,1.0,1010 sq.ft
Andheri,1 BHK Apartment,32000,650 sq.ft,Unfurnished,2,Missing,1.0,510 sq.ft
Andheri,3 BHK Apartment,80000,987 sq.ft,Fully Furnished,2,2,2.0,Missing
Andheri,3 BHK Apartment,60000,987 sq.ft,Unfurnished,2,2,1.0,Missing
Andheri,3 BHK Apartment,67000,987 sq.ft,Semi Furnished,2,2,2.0,Missing
Andheri,3 BHK Apartment,55000,1250 sq.ft,Unfurnished,3,1,1.0,791 sq.ft
Andheri,3 BHK Apartment,75000,1458 sq.ft,Unfurnished,3,Missing,2.0,1122 sq.ft
Andheri,2 BHK Apartment,41000,1200 sq.ft,Unfurnished,2,Missing,2.0,850 sq.ft
Andheri,1 BHK Apartment,28000,520 sq.ft,Unfurnished,1,Missing,0.0,Missing
Andheri,1 BHK Apartment,35000,610 sq.ft,Semi Furnished,Missing,Missing,0.0,Missing
Andheri,1 BHK Apartment,34569,625 sq.ft,Semi Furnished,2,Missing,1.0,Missing
Andheri,2 BHK Apartment,50000,1021 sq.ft,Unfurnished,2,1,1.0,800 sq.ft
Andheri,2 BHK Apartment,50000,1190 sq.ft,Fully Furnished,2,Missing,1.0,725 sq.ft
Andheri,2 BHK Apartment,55000,1190 sq.ft,Fully Furnished,2,Missing,1.0,725 sq.ft
Andheri,2 BHK Apartment,45000,1100 sq.ft,Unfurnished,2,Missing,1.0,Missing
Andheri,2 BHK Apartment,55000,1200 sq.ft,Unfurnished,2,3,1.0,Missing
Andheri,3 BHK Apartment,56000,1545 sq.ft,Semi Furnished,3,3,1.0,990 sq.ft
Andheri,1 BHK Apartment,36598,600 sq.ft,Semi Furnished,2,Missing,1.0,Missing
Andheri,3 BHK Apartment,53001,1500 sq.ft,Semi Furnished,Missing,1,0.0,1100 sq.ft
Andheri,3 BHK Apartment,50000,1300 sq.ft,Semi Furnished,3,Missing,1.0,830 sq.ft
Andheri,2 BHK Apartment,45000,1150 sq.ft,Unfurnished,2,Missing,1.0,685 sq.ft
Andheri,3 BHK Apartment,50000,1300 sq.ft,Semi Furnished,3,Missing,1.0,830 sq.ft
Andheri,1 BHK Apartment,40001,1000 sq.ft,Unfurnished,1,Missing,1.0,480 sq.ft
Andheri,2 BHK Apartment,45000,1150 sq.ft,Unfurnished,2,Missing,1.0,685 sq.ft
Andheri,2 BHK Apartment,65000,1010 sq.ft,Unfurnished,2,Missing,2.0,Missing
Andheri,2 BHK Apartment,58963,900 sq.ft,Fully Furnished,2,Missing,1.0,750 sq.ft
Andheri,1 BHK Apartment,40001,1000 sq.ft,Semi Furnished,1,Missing,1.0,510 sq.ft
Andheri,2 BHK Apartment,45000,980 sq.ft,Semi Furnished,2,Missing,1.0,700 sq.ft
Andheri,2 BHK Apartment,56000,1200 sq.ft,Unfurnished,2,3,1.0,Missing
Andheri,2 BHK Apartment,60000,1000 sq.ft,Unfurnished,2,Missing,0.0,Missing
Andheri,1 BHK Apartment,40001,500 sq.ft,Semi Furnished,1,Missing,1.0,Missing
Andheri,2 BHK Apartment,65000,1065 sq.ft,Semi Furnished,2,Missing,0.0,768 sq.ft
Andheri,3 BHK Apartment,75000,1450 sq.ft,Semi Furnished,3,Missing,1.0,900 sq.ft
Andheri,3 BHK Apartment,54001,1260 sq.ft,Semi Furnished,3,Missing,1.0,900 sq.ft
Andheri,1 BHK Apartment,38000,620 sq.ft,Semi Furnished,2,Missing,1.0,525 sq.ft
Andheri,2 BHK Apartment,50000,816 sq.ft,Semi Furnished,2,Missing,1.0,680 sq.ft
Andheri,2 BHK Apartment,55001,900 sq.ft,Unfurnished,1,Missing,1.0,750 sq.ft
Andheri,3 BHK Apartment,90000,1409 sq.ft,Fully Furnished,3,Missing,0.0,1122 sq.ft
Andheri,2 BHK Apartment,57001,936 sq.ft,Semi Furnished,2,Missing,1.0,780 sq.ft
Andheri,2 BHK Apartment,55000,900 sq.ft,Unfurnished,2,Missing,1.0,750 sq.ft
Andheri,2 BHK Apartment,47001,867 sq.ft,Semi Furnished,2,1,1.0,723 sq.ft
Andheri,2 BHK Apartment,55000,950 sq.ft,Fully Furnished,2,Missing,1.0,750 sq.ft
Andheri,2 BHK Apartment,50000,888 sq.ft,Semi Furnished,2,Missing,1.0,740 sq.ft
Andheri,3 BHK Apartment,75000,1350 sq.ft,Unfurnished,3,1,1.0,1050 sq.ft
Andheri,3 BHK Apartment,135000,1400 sq.ft,Fully Furnished,3,Missing,0.0,1150 sq.ft
Andheri,3 BHK Apartment,75000,1309 sq.ft,Fully Furnished,1,1,2.0,980 sq.ft
Andheri,2 BHK Apartment,90000,950 sq.ft,Fully Furnished,2,1,1.0,750 sq.ft
Andheri,2 BHK Apartment,48000,950 sq.ft,Unfurnished,2,3,1.0,650 sq.ft
Andheri,2 BHK Apartment,48000,900 sq.ft,Unfurnished,2,2,1.0,650 sq.ft
Andheri,1 BHK Apartment,28000,525 sq.ft,Unfurnished,1,1,1.0,Missing
Andheri,3 BHK Apartment,80000,1100 sq.ft,Fully Furnished,2,1,2.0,987 sq.ft
Andheri,2 BHK Apartment,48000,900 sq.ft,Unfurnished,2,2,1.0,650 sq.ft
Andheri,3 BHK Apartment,78000,1700 sq.ft,Unfurnished,3,3,2.0,1400 sq.ft
Andheri,2 BHK Apartment,52000,900 sq.ft,Unfurnished,2,3,1.0,600 sq.ft
Andheri,3 BHK Apartment,83000,1600 sq.ft,Semi Furnished,3,2,2.0,1200 sq.ft
Andheri,2 BHK Apartment,48000,750 sq.ft,Semi Furnished,2,Missing,1.0,650 sq.ft
Andheri,1 BHK Apartment,33000,550 sq.ft,Fully Furnished,1,1,1.0,475 sq.ft
Andheri,1 BHK Apartment,30000,580 sq.ft,Unfurnished,1,1,1.0,500 sq.ft
Andheri,2 BHK Apartment,80000,850 sq.ft,Semi Furnished,2,Missing,2.0,680 sq.ft
Andheri,3 BHK Apartment,125000,1280 sq.ft,Fully Furnished,2,1,2.0,980 sq.ft
Andheri,2 BHK Apartment,58000,960 sq.ft,Semi Furnished,2,Missing,1.0,680 sq.ft
Andheri,1 BHK Apartment,35000,575 sq.ft,Semi Furnished,1,1,1.0,500 sq.ft
Andheri,2 BHK Apartment,52000,931 sq.ft,Semi Furnished,2,Missing,1.0,730 sq.ft
Andheri,3 BHK Apartment,90000,1350 sq.ft,Unfurnished,3,Missing,2.0,1252 sq.ft
Andheri,2 BHK Apartment,70000,1000 sq.ft,Unfurnished,2,Missing,2.0,873 sq.ft
Andheri,3 BHK Apartment,90000,1400 sq.ft,Unfurnished,3,Missing,2.0,1260 sq.ft
Andheri,2 BHK Apartment,70000,1000 sq.ft,Unfurnished,2,Missing,2.0,873 sq.ft
Andheri,3 BHK Apartment,90000,1300 sq.ft,Unfurnished,3,Missing,2.0,1168 sq.ft
Andheri,2 BHK Apartment,72000,900 sq.ft,Unfurnished,2,Missing,1.0,700 sq.ft
Andheri,3 BHK Apartment,125000,2200 sq.ft,Fully Furnished,3,Missing,1.0,1400 sq.ft
Andheri,2 BHK Apartment,35000,700 sq.ft,Fully Furnished,2,1,1.0,550 sq.ft
Andheri,3 BHK Apartment,125000,1400 sq.ft,Fully Furnished,2,1,2.0,1080 sq.ft
Andheri,3 BHK Apartment,75000,1100 sq.ft,Unfurnished,3,1,1.0,900 sq.ft
Andheri,3 BHK Apartment,95000,1600 sq.ft,Fully Furnished,2,2,2.0,1100 sq.ft
Andheri,3 BHK Apartment,90000,1500 sq.ft,Fully Furnished,2,2,2.0,1200 sq.ft
Andheri,2 BHK Apartment,60000,820 sq.ft,Semi Furnished,2,Missing,1.0,680 sq.ft
Andheri,2 BHK Apartment,60000,810 sq.ft,Semi Furnished,2,Missing,1.0,680 sq.ft
Andheri,2 BHK Apartment,60000,957 sq.ft,Unfurnished,2,Missing,1.0,758 sq.ft
Andheri,2 BHK Apartment,45000,1050 sq.ft,Semi Furnished,2,Missing,1.0,580 sq.ft
Andheri,2 BHK Apartment,43000,1000 sq.ft,Unfurnished,2,Missing,1.0,800 sq.ft
Andheri,3 BHK Apartment,65000,1500 sq.ft,Semi Furnished,3,Missing,1.0,1100 sq.ft
Andheri,3 BHK Apartment,80000,1600 sq.ft,Unfurnished,3,1,2.0,1100 sq.ft
Andheri,2 BHK Apartment,43000,1050 sq.ft,Semi Furnished,2,Missing,1.0,580 sq.ft
Andheri,1 BHK Apartment,40000,700 sq.ft,Fully Furnished,2,Missing,0.0,480 sq.ft
Andheri,2 BHK Apartment,54500,1000 sq.ft,Fully Furnished,2,Missing,1.0,800 sq.ft
